BUILDING_REFERENCE_NUMBER,OSG_REFERENCE_NUMBER,ADDRESS1,ADDRESS2,ADDRESS3,POSTCODE,INSPECTION_DATE,TYPE_OF_ASSESSMENT,LODGEMENT_DATE,ENERGY_CONSUMPTION_CURRENT,TOTAL_FLOOR_AREA,3_YR_ENERGY_COST_CURRENT,3_YR_ENERGY_SAVINGS_POTENTIAL,CURRENT_ENERGY_EFFICIENCY,CURRENT_ENERGY_RATING,POTENTIAL_ENERGY_EFFICIENCY,POTENTIAL_ENERGY_RATING,ENVIRONMENT_IMPACT_CURRENT,CURRENT_ENVIRONMENTAL_RATING,ENVIRONMENT_IMPACT_POTENTIAL,POTENTIAL_ENVIRONMENTAL_RATING,CO2_EMISS_CURR_PER_FLOOR_AREA,IMPROVEMENTS,WALL_DESCRIPTION,WALL_ENERGY_EFF,WALL_ENV_EFF,ROOF_DESCRIPTION,ROOF_ENERGY_EFF,ROOF_ENV_EFF,FLOOR_DESCRIPTION,FLOOR_ENERGY_EFF,FLOOR_ENV_EFF,WINDOWS_DESCRIPTION,WINDOWS_ENERGY_EFF,WINDOWS_ENV_EFF,MAINHEAT_DESCRIPTION,MAINHEAT_ENERGY_EFF,MAINHEAT_ENV_EFF,MAINHEATCONT_DESCRIPTION,MAINHEATC_ENERGY_EFF,MAINHEATC_ENV_EFF,SECONDHEAT_DESCRIPTION,SHEATING_ENERGY_EFF,SHEATING_ENV_EFF,HOTWATER_DESCRIPTION,HOT_WATER_ENERGY_EFF,HOT_WATER_ENV_EFF,LIGHTING_DESCRIPTION,LIGHTING_ENERGY_EFF,LIGHTING_ENV_EFF,AIR_TIGHTNESS_DESCRIPTION,AIR_TIGHTNESS_ENERGY_EFF,AIR_TIGHTNESS_ENV_EFF,CO2_EMISSIONS_CURRENT,CO2_EMISSIONS_POTENTIAL,HEATING_COST_CURRENT,HEATING_COST_POTENTIAL,HOT_WATER_COST_CURRENT,HOT_WATER_COST_POTENTIAL,LIGHTING_COST_CURRENT,LIGHTING_COST_POTENTIAL,ALTERNATIVE_IMPROVEMENTS,LZC_ENERGY_SOURCES,SPACE_HEATING_DEMAND,WATER_HEATING_DEMAND,IMPACT_LOFT_INSULATION,IMPACT_CAVITY_WALL_INSULATION,IMPACT_SOLID_WALL_INSULATION,ADDENDUM_TEXT,CONSTRUCTION_AGE_BAND,FLOOR_HEIGHT,DATA_ZONE,ENERGY_CONSUMPTION_POTENTIAL,EXTENSION_COUNT,FIXED_LIGHTING_OUTLETS_COUNT,LOW_ENERGY_FIXED_LIGHT_COUNT,LOW_ENERGY_LIGHTING,FLOOR_LEVEL,FLAT_TOP_STOREY,GLAZED_AREA,NUMBER_HABITABLE_ROOMS,HEAT_LOSS_CORRIDOOR,NUMBER_HEATED_ROOMS,LOCAL_AUTHORITY_LABEL,MAINS_GAS_FLAG,MAIN_HEATING_CATEGORY,MAIN_FUEL,MAIN_HEATING_CONTROLS,MECHANICAL_VENTILATION,ENERGY_TARIFF,MULTI_GLAZE_PROPORTION,GLAZED_TYPE,NUMBER_OPEN_FIREPLACES,PHOTO_SUPPLY,SOLAR_WATER_HEATING_FLAG,TENURE,TRANSACTION_TYPE,UNHEATED_CORRIDOR_LENGTH,CONSTITUENCY,CONSTITUENCY_LABEL,WIND_TURBINE_COUNT,BUILT_FORM,PROPERTY_TYPE,DATA_ZONE_2011,"CREATED_AT "
1000019301,138019070,"CHERRY TREE COTTAGE ","MARKLE ","EAST LINTON ",EH40 3EB,2024-03-20,"RdSAP, existing dwelling",2024-03-20,137.00,144,6003.0000,1356.0000,74,C,87,B,77,C,89,B,23.00,"Description: Time and temperature zone control; Indicative Cost: £350 - £450; Typical Saving: 140; Energy Rating after improvement: C 78; Environmental Rating after improvement: B 81; Green Deal Eligible: Y | Description: Solar photovoltaic panels, 2.5 kWp; Indicative Cost: £3,500 - £5,500; Typical Saving: 557; Energy Rating after improvement: B 87; Environmental Rating after improvement: B 89; Green Deal Eligible: Y | Description: Solar water heating; Indicative Cost: £4,000 - £6,000; Typical Saving: 142; Energy Rating after improvement: C 80; Environmental Rating after improvement: B 82; Green Deal Eligible: Y | Description: Floor insulation (suspended floor); Indicative Cost: £800 - £1,200; Typical Saving: 169; Energy Rating after improvement: C 77; Environmental Rating after improvement: C 79; Green Deal Eligible: Y | ","Timber frame, as built, insulated (assumed) ","Good ","Good ","Pitched, 270 mm loft insulation ","Good ","Good ","Suspended, limited insulation (assumed) ","N/A ","N/A ","Description: Fully double glazed ","Average ","Average ","Air source heat pump, radiators, electric ","Good ","Very Good ","Programmer and room thermostat ","Average ","Average ","None ","N/A ","N/A ","From main system ","Average ","Good ","Low energy lighting in all fixed outlets ","Very Good ","Very Good ",,,,3.30,1.60,4110.0000,3186.0000,1398.00,966.00,495.00,495.00,,"Description: Air source heat pump | ",14817,2973,0,0,0,,1992-1998,2.4,S01001652 (IZ Fifteen),68.00,0,13,13,100,,,1,5,,5,East Lothian,,heat pump with radiators or underfloor heating,electricity (not community),2204,natural,Single,100,double glazing installed before 2002,0,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,owner-occupied,marketed sale,,00QMMG,Dunbar and East Linton,0,Detached,Bungalow,S01008278 (IZ20 - 02),2024-03-20 11:34:56.6820670
1000018164,127004808,"11 ARROTHILL DRIVE ",,"KILMARNOCK ",KA1 1UJ,2024-01-12,"RdSAP, existing dwelling",2024-01-12,234.00,98,4845.0000,1149.0000,67,D,84,B,63,D,81,B,41.00,"Description: Solar water heating; Indicative Cost: £4,000 - £6,000; Typical Saving: 57; Energy Rating after improvement: C 74; Environmental Rating after improvement: C 72; Green Deal Eligible: Y | Description: Low energy lighting for all fixed outlets; Indicative Cost: £25; Typical Saving: 36; Energy Rating after improvement: C 73; Environmental Rating after improvement: C 71; Green Deal Eligible: N | Description: Cavity wall insulation; Indicative Cost: £500 - £1,500; Typical Saving: 190; Energy Rating after improvement: C 71; Environmental Rating after improvement: D 67; Green Deal Eligible: Y | Description: Floor insulation (suspended floor); Indicative Cost: £800 - £1,200; Typical Saving: 99; Energy Rating after improvement: C 73; Environmental Rating after improvement: C 70; Green Deal Eligible: Y | Description: Solar photovoltaic panels, 2.5 kWp; Indicative Cost: £3,500 - £5,500; Typical Saving: 532; Energy Rating after improvement: B 84; Environmental Rating after improvement: B 81; Green Deal Eligible: Y | ","Cavity wall, as built, insulated (assumed) | Cavity wall, as built, no insulation (assumed) ","Good | Poor ","Good | Poor ","Flat, insulated (assumed) | Flat, limited insulation (assumed) | Pitched, 100 mm loft insulation ","Average | Very Poor | Average ","Average | Very Poor | Average ","Suspended, insulated (assumed) | Suspended, no insulation (assumed) ","N/A | N/A ","N/A | N/A ","Description: Fully double glazed ","Average ","Average ","Boiler and radiators, mains gas ","Good ","Good ","Programmer, room thermostat and TRVs ","Good ","Good ","None ","N/A ","N/A ","From main system ","Good ","Good ","Low energy lighting in 67% of fixed outlets ","Good ","Good ",,,,4.00,1.90,3792.0000,2940.0000,555.00,384.00,498.00,372.00,"Description: External insulation with cavity wall insulation |  ",,13083,2167,-401,-2272,0,,1965-1975,2.28,"S01001356 (Grange, Howard and Gargieston)",119.00,2,15,10,67,,,1,6,,6,East Ayrshire,,boiler with radiators or underfloor heating,mains gas (not community),2106,natural,Single,100,double glazing installed before 2002,0,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,owner-occupied,marketed sale,,00QKMC,Kilmarnock West and Crosshouse,0,Semi-Detached,House,"S01008018 (Grange, Howard and Gargieston - 02)",2024-01-12 15:29:27.9919995
1000019556,141024828,"12 VIRGINIA GARDENS ",,"AYR ",KA8 8JE,2024-01-27,"RdSAP, existing dwelling",2024-01-27,198.00,96,4065.0000,1155.0000,72,C,79,C,68,D,79,C,35.00,"Description: Internal or external wall insulation; Indicative Cost: £4,000 - £14,000; Typical Saving: 386; Energy Rating after improvement: C 79; Environmental Rating after improvement: C 79; Green Deal Eligible: Y | ","Cavity wall, as built, insulated (assumed) | Sandstone or limestone, as built, no insulation (assumed) ","Good | Very Poor ","Good | Very Poor ","(another dwelling above) ","N/A ","N/A ","Suspended, insulated ","N/A ","N/A ","Description: Fully double glazed ","Average ","Average ","Boiler and radiators, mains gas ","Good ","Good ","Programmer, room thermostat and TRVs ","Good ","Good ","None ","N/A ","N/A ","From main system ","Good ","Good ","Low energy lighting in all fixed outlets ","Very Good ","Very Good ",,,,3.30,1.10,3126.0000,1968.0000,546.00,549.00,393.00,393.00,,,10530,2137,0,0,-4593,,before 1919,2.46,"S01005598 (Ayr North Harbour, Wallacetown and Newton South)",133.00,1,9,9,100,ground floor,00,1,4,no corridor,4,South Ayrshire,,boiler with radiators or underfloor heating,mains gas (not community),2106,natural,Single,100,"double glazing, unknown install date",0,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,owner-occupied,none of the above,,00REMC,Ayr North,0,End-Terrace,Flat,"S01012489 (Ayr North Harbour, Wallacetown and Newton South - 03)",2024-01-27 21:24:28.8036695
1000017101,906214130,"FLAT 14  ","19 ROSEBURN MALTINGS ","EDINBURGH ",EH12 5LL,2024-02-14,"RdSAP, existing dwelling",2024-02-14,136.00,87,2808.0000,627.0000,79,C,83,B,79,C,85,B,24.00,"Description: Replace boiler with new condensing boiler; Indicative Cost: £2,200 - £3,000; Typical Saving: 156; Energy Rating after improvement: B 83; Environmental Rating after improvement: B 85; Green Deal Eligible: Y | Description: Low energy lighting for all fixed outlets; Indicative Cost: £20; Typical Saving: 54; Energy Rating after improvement: C 80; Environmental Rating after improvement: C 80; Green Deal Eligible: N | ","Cavity wall, as built, insulated (assumed) ","Good ","Good ","(another dwelling above) ","N/A ","N/A ","(another dwelling below) ","N/A ","N/A ","Description: Fully double glazed ","Average ","Average ","Boiler and radiators, mains gas ","Good ","Good ","Programmer, room thermostat and TRVs ","Good ","Good ","None ","N/A ","N/A ","From main system ","Average ","Average ","Low energy lighting in 50% of fixed outlets ","Good ","Good ",,,,2.10,0.50,1233.0000,1104.0000,1005.00,696.00,570.00,381.00,"Description: Biomass boiler (Exempted Appliance if in Smoke Control Area) | Description: Air or ground source heat pump | Description: Micro CHP |  ",,2308,2742,0,0,0,,1999-2002,2.42,"S01002082 (Dean, West End and West Coates)",102.00,0,8,4,50,mid floor,03,1,4,unheated corridor,4,Edinburgh City,,boiler with radiators or underfloor heating,mains gas (not community),2106,natural,Single,100,double glazing installed before 2002,0,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,owner-occupied,marketed sale,2.05,00QPMF,Corstorphine/Murrayfield,0,Mid-Terrace,Flat,S01008874 (Deans Village - 07),2024-02-14 13:05:40.3955797
1000017443,35024119,"64 SANDPIPER MEADOW ",,"ALLOA ",FK10 1QU,2024-03-11,"RdSAP, existing dwelling",2024-03-13,115.00,159,4740.0000,246.0000,83,B,85,B,80,C,82,B,20.00,"Description: Solar water heating; Indicative Cost: £4,000 - £6,000; Typical Saving: 82; Energy Rating after improvement: B 85; Environmental Rating after improvement: B 82; Green Deal Eligible: Y | ","Timber frame, as built, insulated (assumed) ","Good ","Good ","Pitched, 250 mm loft insulation ","Good ","Good ","Solid, insulated (assumed) ","N/A ","N/A ","Description: Fully double glazed ","Good ","Good ","Boiler and radiators, mains gas ","Good ","Good ","Programmer, room thermostat and TRVs ","Good ","Good ","Room heaters, mains gas ","N/A ","N/A ","From main system ","Good ","Good ","Low energy lighting in all fixed outlets ","Very Good ","Very Good ",,,,3.30,0.30,3504.0000,3525.0000,717.00,450.00,519.00,519.00,,"Description: Solar photovoltaics | ",11316,2671,0,0,0,,2003-2007,2.4,"S01000833 (Clackmannan, Kennet and Forestmill)",106.00,0,16,16,100,,,1,7,,7,"Clackmannanshire ",,boiler with radiators or underfloor heating,mains gas (not community),2106,natural,Single,100,double glazing installed during or after 2002,0,"Array: Roof Area: 17%; Connection: connected to dwelling’s electricity meter;  | ",N,owner-occupied,marketed sale,,00QFMD,Clackmannanshire South,0,Detached,House,"S01007453 (Clackmannan, Kennet and Forestmill - 06)",2024-03-13 08:50:40.3322283
1000017549,138051041,"66 TOLL HOUSE GROVE ",,"TRANENT ",EH33 2QR,2024-02-07,"RdSAP, existing dwelling",2024-02-07,178.00,96,3741.0000,171.0000,75,C,85,B,73,C,83,B,31.00,"Description: Solar photovoltaic panels, 2.5 kWp; Indicative Cost: £3,500 - £5,500; Typical Saving: 533; Energy Rating after improvement: B 85; Environmental Rating after improvement: B 83; Green Deal Eligible: Y | Description: Solar water heating; Indicative Cost: £4,000 - £6,000; Typical Saving: 57; Energy Rating after improvement: C 76; Environmental Rating after improvement: C 75; Green Deal Eligible: Y | ","Timber frame, as built, insulated (assumed) ","Good ","Good ","Pitched, 150 mm loft insulation ","Good ","Good ","Suspended, insulated (assumed) | To unheated space, insulated (assumed) ","N/A | N/A ","N/A | N/A ","Description: Fully double glazed ","Good ","Good ","Boiler and radiators, mains gas ","Good ","Good ","Programmer, TRVs and bypass ","Average ","Average ","None ","N/A ","N/A ","From main system ","Good ","Good ","Low energy lighting in all fixed outlets ","Very Good ","Very Good ",,,,3.00,1.10,2775.0000,2775.0000,570.00,399.00,396.00,396.00,,,8464,2227,-377,0,0,,2003-2007,2.4,S01001562 (IZ Four),112.00,1,11,11,100,,,1,4,,4,East Lothian,,boiler with radiators or underfloor heating,mains gas (not community),2107,natural,Single,100,double glazing installed during or after 2002,0,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,owner-occupied,marketed sale,,00QMMD,Fa'side,0,Detached,House,S01008232 (IZ11 - 07),2024-02-07 11:15:59.8488241
1000023216,116031382,"8 SUNLAWS PLACE ","HEITON ","KELSO ",TD5 8JS,2023-11-27,"RdSAP, existing dwelling",2024-01-11,441.00,90,6804.0000,1416.0000,64,D,82,B,42,E,61,D,75.00,"Description: Solar water heating; Indicative Cost: £4,000 - £6,000; Typical Saving: 145; Energy Rating after improvement: C 71; Environmental Rating after improvement: E 53; Green Deal Eligible: Y | Description: Solar photovoltaic panels, 2.5 kWp; Indicative Cost: £3,500 - £5,500; Typical Saving: 570; Energy Rating after improvement: B 82; Environmental Rating after improvement: D 61; Green Deal Eligible: Y | Description: Floor insulation (suspended floor); Indicative Cost: £800 - £1,200; Typical Saving: 327; Energy Rating after improvement: C 69; Environmental Rating after improvement: E 49; Green Deal Eligible: Y | ","Cavity wall, filled cavity ","Average ","Average ","Pitched, 270 mm loft insulation ","Good ","Good ","Suspended, no insulation (assumed) ","N/A ","N/A ","Description: Fully double glazed ","Good ","Good ","Electric storage heaters ","Average ","Poor ","Controls for high heat retention storage heaters ","Good ","Good ","Room heaters, electric ","N/A ","N/A ","Electric immersion, off-peak ","Average ","Poor ","Low energy lighting in all fixed outlets ","Very Good ","Very Good ",,,,6.70,2.30,5292.0000,4320.0000,1095.00,651.00,417.00,417.00,,,10572,1976,0,0,0,,1930-1949,2.48,S01005407 (Cheviot East),288.00,0,7,7,100,,,1,4,,4,Scottish Borders,,electric storage heaters,electricity (not community),2404,natural,dual,100,double glazing installed during or after 2002,0,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,rented (social),ECO assessment,,00QEMJ,Jedburgh and District,0,Semi-Detached,Bungalow,S01012343 (Roxburgh Heiton Eckford Area),2024-01-11 13:33:36.7707390
1000019497,141045608,"28 THORN AVENUE ","COYLTON ","AYR ",KA6 6NL,2024-03-21,"RdSAP, existing dwelling",2024-03-22,175.00,208,7431.0000,1080.0000,74,C,83,B,68,D,78,C,31.00,"Description: Floor insulation (suspended floor); Indicative Cost: £800 - £1,200; Typical Saving: 138; Energy Rating after improvement: C 77; Environmental Rating after improvement: C 73; Green Deal Eligible: Y | Description: Solar photovoltaic panels, 2.5 kWp; Indicative Cost: £3,500 - £5,500; Typical Saving: 535; Energy Rating after improvement: B 83; Environmental Rating after improvement: C 78; Green Deal Eligible: Y | Description: Cavity wall insulation; Indicative Cost: £500 - £1,500; Typical Saving: 221; Energy Rating after improvement: C 76; Environmental Rating after improvement: C 71; Green Deal Eligible: Y | ","Cavity wall, as built, partial insulation (assumed) | Timber frame, as built, insulated (assumed) ","Average | Good ","Average | Good ","Pitched, 250 mm loft insulation | Pitched, insulated (assumed) ","Good | Good ","Good | Good ","Suspended, insulated (assumed) | Suspended, no insulation (assumed) ","N/A | N/A ","N/A | N/A ","Description: Fully double glazed ","Good ","Good ","Boiler and radiators, mains gas ","Good ","Good ","Programmer, room thermostat and TRVs ","Good ","Good ","None ","N/A ","N/A ","From main system ","Good ","Good ","Low energy lighting in all fixed outlets ","Very Good ","Very Good ",,,,6.40,1.90,6225.0000,5145.0000,621.00,621.00,585.00,585.00,"Description: External insulation with cavity wall insulation |  ",,22762,2351,0,-2622,0,,1976-1983,2.3,S01005579 (Colyton),122.00,1,20,20,100,,,1,7,,7,South Ayrshire,,boiler with radiators or underfloor heating,mains gas (not community),2106,natural,Single,100,double glazing installed during or after 2002,0,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,owner-occupied,marketed sale,,00REMG,"Maybole, North Carrick and Coylton",0,Detached,House,S01012450 (Coylton - 05),2024-03-22 16:42:19.1710316
1000018299,127012700,"48 BATH STREET ","LONGPARK ","KILMARNOCK ",KA3 1HY,2024-02-19,"RdSAP, existing dwelling",2024-02-19,277.00,55,3387.0000,924.0000,67,D,89,B,66,D,89,B,49.00,"Description: Replace boiler with new condensing boiler; Indicative Cost: £2,200 - £3,000; Typical Saving: 97; Energy Rating after improvement: C 73; Environmental Rating after improvement: C 74; Green Deal Eligible: Y | Description: Solar photovoltaic panels, 2.5 kWp; Indicative Cost: £3,500 - £5,500; Typical Saving: 525; Energy Rating after improvement: B 89; Environmental Rating after improvement: B 89; Green Deal Eligible: Y | Description: Solar water heating; Indicative Cost: £4,000 - £6,000; Typical Saving: 68; Energy Rating after improvement: C 75; Environmental Rating after improvement: C 77; Green Deal Eligible: Y | Description: Floor insulation (suspended floor); Indicative Cost: £800 - £1,200; Typical Saving: 74; Energy Rating after improvement: C 69; Environmental Rating after improvement: C 69; Green Deal Eligible: Y | Description: Low energy lighting for all fixed outlets; Indicative Cost: £40; Typical Saving: 68; Energy Rating after improvement: C 71; Environmental Rating after improvement: C 70; Green Deal Eligible: N | ","Cavity wall, filled cavity ","Good ","Good ","Pitched, 100 mm loft insulation ","Average ","Average ","Suspended, no insulation (assumed) ","N/A ","N/A ","Description: Mostly double glazing ","Average ","Average ","Boiler and radiators, mains gas ","Good ","Good ","Programmer, room thermostat and TRVs ","Good ","Good ","None ","N/A ","N/A ","From main system ","Good ","Good ","No low energy lighting ","Very Poor ","Very Poor ",,,,2.70,1.70,2136.0000,1866.0000,780.00,363.00,471.00,234.00,"Description: Micro CHP |  ",,5972,2560,-328,0,0,,1984-1991,2.3,"S01001386 (Altonhill South, Longpark and Hillhead)",98.00,0,8,0,0,,,1,3,,3,East Ayrshire,,boiler with radiators or underfloor heating,mains gas (not community),2106,natural,Single,80,double glazing installed during or after 2002,0,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,owner-occupied,marketed sale,,00QKMC,Kilmarnock West and Crosshouse,0,Semi-Detached,House,"S01008010 (Altonhill South, Longpark and Hillhead - 06)",2024-02-19 16:22:30.0307601
1000018510,906300882,"1F2  ","8 MENTONE AVENUE ","EDINBURGH ",EH15 1HZ,2024-03-19,"RdSAP, existing dwelling",2024-03-21,170.00,75,2886.0000,816.0000,76,C,82,B,76,C,84,B,30.00,"Description: Internal or external wall insulation; Indicative Cost: £4,000 - £14,000; Typical Saving: 273; Energy Rating after improvement: B 82; Environmental Rating after improvement: B 84; Green Deal Eligible: Y | ","Sandstone or limestone, as built, no insulation (assumed) | Solid brick, as built, no insulation (assumed) ","Poor | Poor ","Poor | Poor ","(another dwelling above) ","N/A ","N/A ","(another dwelling below) ","N/A ","N/A ","Description: Fully double glazed ","Average ","Average ","Boiler and radiators, mains gas ","Good ","Good ","Programmer, room thermostat and TRVs ","Good ","Good ","None ","N/A ","N/A ","From main system ","Good ","Good ","Low energy lighting in all fixed outlets ","Very Good ","Very Good ",,,,2.20,0.70,2070.0000,1251.0000,495.00,498.00,321.00,321.00,,,6350,1923,0,0,-3250,,before 1919,3.04,S01002149 (Portobello),112.00,0,9,9,100,mid floor,01,1,4,unheated corridor,4,Edinburgh City,,boiler with radiators or underfloor heating,mains gas (not community),2106,natural,Single,100,"double glazing, unknown install date",0,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,owner-occupied,marketed sale,7.47,00QPMS,Portobello/Craigmillar,0,Mid-Terrace,Flat,S01008730 (Portobello - 03),2024-03-21 10:45:24.2433956
1000023749,906280571,"PF2  ","93 SLATEFORD ROAD ","EDINBURGH ",EH11 1QR,2024-02-28,"RdSAP, existing dwelling",2024-02-29,283.00,65,3963.0000,1245.0000,66,D,75,C,62,D,76,C,50.00,"Description: Floor insulation (suspended floor); Indicative Cost: £800 - £1,200; Typical Saving: 152; Energy Rating after improvement: C 75; Environmental Rating after improvement: C 76; Green Deal Eligible: Y | Description: Internal or external wall insulation; Indicative Cost: £4,000 - £14,000; Typical Saving: 263; Energy Rating after improvement: C 72; Environmental Rating after improvement: C 71; Green Deal Eligible: Y | ","Sandstone or limestone, as built, no insulation (assumed) | Solid brick, as built, partial insulation (assumed) ","Poor | Average ","Poor | Average ","(another dwelling above) ","N/A ","N/A ","Suspended, no insulation (assumed) ","N/A ","N/A ","Description: Fully double glazed ","Average ","Average ","Boiler and radiators, mains gas ","Good ","Good ","Programmer, TRVs and bypass ","Average ","Average ","Room heaters, mains gas ","N/A ","N/A ","From main system ","Good ","Good ","Low energy lighting in all fixed outlets ","Very Good ","Very Good ",,,,3.30,1.20,3141.0000,1893.0000,537.00,540.00,285.00,285.00,,,8814,2005,0,0,-2643,,before 1919,3.31,S01001980 (Shandon),181.00,0,7,7,100,ground floor,00,1,3,unheated corridor,3,Edinburgh City,,boiler with radiators or underfloor heating,mains gas (not community),2107,natural,Single,100,"double glazing, unknown install date",0,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,rented (private),rental,10.86,00QPMJ,Fountainbridge/Craiglockhart,0,Semi-Detached,Flat,S01008503 (Shandon - 02),2024-02-29 12:47:30.9001153
